umls_id
CID000005770
CID000044563
CID000002092
CID000003690
CID000119607
CID000449688
CID000005596
CID071306410
CID000005564
CID006453361
CID009887712
CID070683012
CID000157688
CID000004991
CID000000271
CID006178111
CID000082148
CID023652731
CID000219078
CID000004436
CID000005245
CID000464205
CID000054840
CID025244225
CID000003746
CID000004896
CID000213039
CID000039042
CID000004631
CID000005358
CID005284594
CID000050599
CID003033637
CID000002803
CID000638678
CID009578572
CID000002265
CID000004748
CID005464097
CID001548952
CID000006010
CID000004235
CID000003292
CID000005743
CID000174174
CID016019977
CID006321411
CID003052762
CID000051263
CID000002762
CID003085017
CID000005483
CID000056338
CID025102847
CID005282411
CID000392622
CID000006726
CID000003440
CID000107969
CID000009793
CID000005577
CID000000598
CID015951529
CID000039860
CID000028332
CID000004740
CID000000137
CID000023897
CID000002022
CID003032400
CID006918289
CID000060953
CID006003770
CID000005419
CID000002519
CID000157921
CID000002905
CID009930048
CID044146714
CID000055891
CID000444412
CID000091488
CID005362123
CID000072022
CID005329098
CID000002405
CID000002663
CID000092974
CID000003308
CID000061799
CID000000312
CID006335986
CID000105145
CID000064780
CID000004609
CID000000297
CID000027400
CID005311498
CID000441277
CID000072165
CID000003672
CID000004171
CID000003939
CID005324345
CID000047528
CID000005717
CID000005870
CID000072286
CID000011125
CID000039468
CID000445643
CID000005161
CID011001318
CID000005320
CID000089594
CID054686904
CID000130881
CID000216235
CID000003463
CID000005983
CID000069512
CID000008223
CID000009294
CID004659569
CID000005959
CID000002474
CID000004768
CID000077993
CID000151165
CID000003516
CID006437877
CID005479530
CID000002369
CID000165579
CID000005391
CID009966051
CID005282381
CID006918140
CID000003279
CID000006018
CID005362420
CID005352062
CID000036462
CID005329102
CID003034010
CID006917778
CID000004616
CID000134019
CID011597697
CID000002478
CID006714002
CID000059226
CID005311051
CID005311027
CID000443958
CID000029327
CID000124087
CID000007029
CID000003385
CID000157920
CID000006883
CID000147740
CID005311052
CID000004184
CID000003639
CID000708857
CID006328144
CID000002118
CID000002162
CID000040976
CID000001775
CID000126941
CID000015232
CID005742673
CID000005755
CID000003661
CID000003365
CID000010340
CID000003345
CID005288783
CID006533629
CID049800003
CID000005533
CID000005526
CID000123606
CID000108150
CID000003738
CID000009782
CID000055245
CID000439302
CID000028486
CID000005994
CID011672461
CID000005253
CID000006503
CID000003080
CID000004934
CID000005920
CID000010917
CID000002284
CID005311067
CID016132441
CID000004893
CID000452548
CID000005656
CID000004594
CID011304743
CID000004034
CID000002678
CID054676537
CID000056959
CID005273759
CID016131923
CID000004913
CID006918558
CID000008230
CID000004543
CID000443936
CID000004763
CID000020469
CID000004205
CID000448812
CID000057363
CID005484727
CID009825285
CID000439693
CID000013109
CID000003305
CID000003825
CID005311412
CID000005214
CID005282415
CID000006049
CID000071384
CID000001125
CID006324671
CID006604100
CID005493444
CID000005905
CID000002153
CID000007699
CID001548999
CID000383413
CID000004032
CID000259331
CID000009403
CID054675779
CID000057166
CID000002610
CID000941651
CID000003696
CID006918456
CID000004095
CID005353562
CID054686183
CID010096344
CID000003869
CID000002479
CID000064929
CID000000444
CID000005472
CID000064139
CID000004999
CID000011683
CID000004932
CID000003998
CID000018381
CID003032583
CID071306891
CID000002484
CID000006476
CID000065863
CID000002955
CID009875401
CID000040703
CID009871419
CID000072170
CID000062819
CID006435755
CID000004060
CID009571107
CID010220503
CID000446157
CID000003652
CID000021700
CID000657237
CID000060726
CID000077998
CID006435110
CID005281042
CID000002708
CID000060877
CID003034756
CID000206527
CID044201342
CID000168924
CID019371515
CID000071469
CID005280793
CID006918172
CID000004943
CID000016850
CID000006032
CID000055480
CID006337614
CID000002754
CID000016362
CID005359596
CID000071348
CID000012035
CID000129228
CID000060855
CID000444013
CID003003141
CID000441300
CID005327147
CID005281107
CID000104810
CID000644241
CID005282241
CID000031401
CID000030751
CID000444036
CID000123619
CID003007855
CID000004101
CID000441199
CID000000222
CID005311066
CID000001983
CID009898619
CID000002431
CID000012560
CID000003878
CID000060613
CID000006741
CID005487068
CID000004493
CID000003848
CID000145068
CID000003038
CID000005314
CID000002995
CID005281099
CID000005790
CID000005311
CID000002349
CID006328526
CID000005746
CID000008233
CID003081361
CID003001055
CID000004908
CID006708482
CID010482134
CID000149096
CID000002520
CID000003827
CID005311101
CID005481173
CID000037392
CID005280453
CID000042890
CID000156391
CID005280965
CID024826799
CID006918638
CID009815560
CID000002771
CID000003168
CID000022318
CID000002182
CID000123600
CID005281075
CID006918493
CID000020824
CID000060834
CID000004539
CID000003121
CID000000727
CID000054454
CID000444008
CID000039764
CID000037768
